id|name|action|orgId|userId|roleId|entityId|created_at|updated_at|createdAt|updatedAt
787|USERS_NOTIFY|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
788|ROLES_CREATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
789|ROLES_READ|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
790|ROLES_UPDATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
791|ROLES_DELETE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
792|ROLES_NOTIFY|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
793|ENTITIES_CREATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
794|ENTITIES_READ|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
795|ENTITIES_UPDATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
796|ENTITIES_DELETE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
797|ENTITIES_NOTIFY|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
798|FAVORITES_CREATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
799|FAVORITES_READ|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
800|FAVORITES_UPDATE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
801|FAVORITES_DELETE|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
802|FAVORITES_NOTIFY|ADD|34|NULL|136|NULL|2017-10-25 17:46:32|2017-10-25 17:46:32|NULL|NULL
918|RESOURCES_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
919|RESOURCES_UPDATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
920|RESOURCES_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
921|REPORTS_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
922|REPORTS_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
923|REPORTS_EXPORT|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
924|REPORTS_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
925|ROI_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
926|ROI_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
927|ROI_EXPORT|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
928|FAVORITES_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
929|FAVORITES_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
930|FAVORITES_UPDATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
931|FAVORITES_DELETE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
932|FAVORITES_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
933|ROLES_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
934|ROLES_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
935|ROLES_UPDATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
936|ROLES_DELETE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
937|ROLES_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
938|ENTITIES_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
939|ENTITIES_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
940|ENTITIES_UPDATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
941|ENTITIES_DELETE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
942|ENTITIES_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
943|REPORTS_MOST_PRODUCTIVE_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
944|REPORTS_MOST_PRODUCTIVE_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
945|REPORTS_MOST_PRODUCTIVE_EXPORT|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
946|REPORTS_MOST_PRODUCTIVE_NOTIFY|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
947|REPORTS_LEAST_PRODUCTIVE_CREATE|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
948|REPORTS_LEAST_PRODUCTIVE_READ|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
949|REPORTS_LEAST_PRODUCTIVE_EXPORT|ADD|36|NULL|140|NULL|2017-11-06 18:11:27|2017-11-06 18:11:27|NULL|NULL
