entityId|orgId|name|color
43|25|Test Label|#BCAE46
43|25|Math|#00f900
43|25|Research|#ff9300
43|25|Other|#00fdff
43|25|Social Media|#942192
43|25|Science|#ff40ff
43|25|STEM|#000000
